question_id,mode,mrr,recall_at_5,precision_at_5,rouge_l,generated_answer,ground_truth_answer
q_079,dense,0.0,0.0,0.0,0.02666666666666667,the mbta and the cambridge arts council,"analysis, coreference ; see natural language understanding below ). semantic role labelling ( see also implicit semantic role labelling below ) given a single sentence, identify and disambiguate semantic predicates ( e. g., verbal frames ), then identify and classify the frame elements ( semantic roles ). discourse ( semantics beyond individual sentences ) coreference resolution given a sentence or larger chunk of text, determine which words ( "" mentions "" ) refer to the same objects ( "" entities "" ). anaphora resolution is a specific example of this task, and is specifically concerned with matching up pronouns with the nouns or names to which they refer. the more general task of coreference resolution also includes identifying so - called "" bridging relationships "" involving referring expressions. for example, in a sentence such as "" he entered john ' s house through the front door "", "" the front door "" is a referring expression and the bridging relationship to be identified is the fact that the door being referred to is the front door of john ' s house ( rather than of some other structure that might also be referred to ). discourse analysis this rubric includes several related tasks. one task is discourse parsing, i. e., identifying the discourse structure of a connected text, i. e. the nature of the discourse relationships between sentences ( e. g. elaboration, explanation, contrast ). another possible task is recognizing and classifying the speech acts in a chunk of"
q_080,dense,0.0,0.0,0.0,0.04385964912280702,mobius function formula for the generating function for a class,"learning for the recognition of sequences can also be implemented by a more biological - based model which uses the silencing mechanism exhibited in neurons with a relatively high frequency spiking activity. additional stored states and the storage under direct control by the network can be added to both infinite - impulse and finite - impulse networks. another network or graph can also replace the storage if that incorporates time delays or has feedback loops. such controlled states are referred to as gated states or gated memory and are part of long short - term memory networks ( lstms ) and gated recurrent units. this is also called feedback neural network ( fnn ). libraries modern libraries provide runtime - optimized implementations of the above functionality or allow to speed up the slow loop by just - in - time compilation. apache singa caffe : created by the berkeley vision and learning center ( bvlc ). it supports both cpu and gpu. developed in c + +, and has python and matlab wrappers. chainer : fully in python, production support for cpu, gpu, distributed training. deeplearning4j : deep learning in java and scala on multi - gpu - enabled spark. flux : includes interfaces for rnns, including grus and lstms, written in julia. keras : high - level api, providing a wrapper to many other deep learning libraries. microsoft cognitive toolkit mxnet : an open - source deep learning framework used to train"
q_081,dense,0.0,0.0,0.0,0.029850746268656716," eriksson , henrik ; eriksson , kimmo ; linusson , svante ; wastlund , johan ( 2007 ), "" dense packing of patterns in a permutation "", annals of combinatorics, 11 ( 3 – 4 ) : 459 – 470 , doi : 10. 1007 ","##out heuristic. when a programmatic world model is not available, an llm can also be prompted with a description of the environment to act as world model. for open - ended exploration, an llm can be used to score observations for their "" interestingness "", which can be used as a reward signal to guide a normal ( non - llm ) reinforcement learning agent. alternatively, it can propose increasingly difficult tasks for curriculum learning. instead of outputting individual actions, an llm planner can also construct "" skills "", or functions for complex action sequences. the skills can be stored and later invoked, allowing increasing levels of abstraction in planning. multiple agents with memory can interact socially. reasoning llms are conventionally trained to generate an output without generating intermediate steps. as a result, their performance tends to be subpar on complex questions requiring ( at least in humans ) intermediate steps of thought. early research demonstrated that inserting intermediate "" scratchpad "" computations could improve performance on such tasks. later methods overcame this deficiency more systematically by breaking tasks into smaller steps for the llm, either manually or automatically. chaining prompt chaining was introduced in 2022. in this method, a user manually breaks a complex problem down into several steps. in each step, the llm receives as input a prompt telling it what to do and some results from preceding steps. the result from one step is then reused in a next step, until a final answer is reached. the ability of an"
q_082,dense,0.0,0.0,0.0,0.0,chinaman should spoil a detective story,"2102. 12092 ^ yu, jiahui ; xu, yuanzhong ; koh, jing yu ; luong, thang ; baid, gunjan ; wang, zirui ; vasudevan, vijay ; ku, alexander ; yang, yinfei ( 2022 - 06 - 21 ), scaling autoregressive models for content - rich text - to - image generation, arxiv : 2206. 10789 ^ kariampuzha, william ; alyea, gioconda ; qu, sue ; sanjak, jaleal ; mathe, ewy ; sid, eric ; chatelaine, haley ; yadaw, arjun ; xu, yanji ; zhu, qian ( 2023 ). "" precision information extraction for rare disease epidemiology at scale "". journal of translational medicine. 21 ( 1 ) : 157. doi : 10. 1186 / s12967 - 023 - 04011 - y. pmc 9972634. pmid 36855134. further reading alexander rush, the annotated transformer archived 2021 - 09 - 22 at the wayback machine, harvard nlp group, 3 april 2018 phuong, mary ; hutter, marcus ( 2022 ). "" formal algorithms for transformers "". arxiv : 2207. 09238 [ cs. lg ]. ferrando, javier ; sarti,"
q_083,dense,0.0,0.0,0.0,0.0,,"s. ). ^ nilsson ( 1983 ), p. 10. ^ haugeland ( 1985 ), pp. 112 – 117. ^ physical symbol system hypothesis : newell & simon ( 1976, p. 116 ) historical significance : mccorduck ( 2004, p. 153 ), russell & norvig ( 2021, p. 19 ) ^ moravec ' s paradox : moravec ( 1988, pp. 15 – 16 ), minsky ( 1986, p. 29 ), pinker ( 2007, pp. 190 – 191 ) ^ dreyfus ' critique of ai : dreyfus ( 1972 ), dreyfus & dreyfus ( 1986 ) historical significance and philosophical implications : crevier ( 1993, pp. 120 – 132 ), mccorduck ( 2004, pp. 211 – 239 ), russell & norvig ( 2021, pp. 981 – 982 ), fearn ( 2007, chpt. 3 ) ^ crevier ( 1993 ), p. 125. ^ langley ( 2011 ). ^ katz ( 2012 ). ^ neats vs. scruffies, the historic debate : mccorduck ( 2004, pp. 421 – 424, 486 – 489 ), crevier ( 1993, p. 168 ), nilsson ( 1983, pp. 10 – 11 ), russell & norvig ( 2021, p. 24 ) a classic example of the "" scruffy "" approach to"
q_084,dense,0.0,0.0,0.0,0.0,"ogaki , masao ; osaka university ; osaka university ; osaka university ; osaka university ; osaka university ; osaka university ; osaka university ; osaka university ; osaka university ; osaka university ; osaka university ; osaka university ; osaka university ;","cost of training the model, in flops. n { \ displaystyle n } is the number of parameters in the model. d { \ displaystyle d } is the number of tokens in the training set. l { \ displaystyle l } is the average negative log - likelihood loss per token ( nats / token ), achieved by the trained llm on the test dataset. and the statistical hyper - parameters are c 0 = 6 { \ displaystyle c _ { 0 } = 6 }, meaning that it costs 6 flops per parameter to train on one token. note that training cost is much higher than inference cost, where it costs 1 to 2 flops per parameter to infer on one token. α = 0. 34, β = 0. 28, a = 406. 4, b = 410. 7, l 0 = 1. 69 { \ displaystyle \ alpha = 0. 34, \ beta = 0. 28, a = 406. 4, b = 410. 7, l _ { 0 } = 1. 69 } emergent abilities at point ( s ) referred to as breaks, the lines change their slopes, appearing on a linear - log plot as a series of linear segments connected by arcs. performance of bigger models on various tasks, when plotted on a log - log scale, appears as a linear extrapolation of performance achieved by smaller models. however, this linearity may be punctuated by "" break ( s ) """
q_085,dense,0.0,0.0,0.0,0.012738853503184714,"- anzeige : heute starb der Bildhauer julius bayerle, ritter des konigl. kronenordens, im 48. jahr seines lebens. dusseldorf 8 august 1873.",". doi : 10. 1103 / revmodphys. 39. 883. ^ glauber, roy j. ( february 1963 ). "" roy j. glauber "" time - dependent statistics of the ising model "" "". journal of mathematical physics. 4 ( 2 ) : 294 – 307. doi : 10. 1063 / 1. 1703954. retrieved 2021 - 03 - 21. ^ sherrington, david ; kirkpatrick, scott ( 1975 - 12 - 29 ). "" solvable model of a spin - glass "". physical review letters. 35 ( 26 ) : 1792 – 1796. bibcode : 1975phrvl.. 35. 1792s. doi : 10. 1103 / physrevlett. 35. 1792. issn 0031 - 9007. ^ hopfield, j. j. ( 1982 ). "" neural networks and physical systems with emergent collective computational abilities "". proceedings of the national academy of sciences. 79 ( 8 ) : 2554 – 2558. bibcode : 1982pnas... 79. 2554h. doi : 10. 1073 / pnas. 79. 8. 2554. pmc 346238. pmid 6953413. ^ hopfield, j. j. ( 1984 ). "" neurons with graded response have collective computational properties like those of two - state neurons "". proceedings of the national academy of sciences. 81"
q_086,dense,0.0,0.0,0.0,0.02777777777777778,What is the author's last name?,"of after ) multihead attention and feedforward layers stabilizes training, not requiring learning rate warmup. this is the "" pre - ln transformer "" and is more commonly used, compared to the original "" post - ln transformer "". pretrain - finetune transformers typically are first pretrained by self - supervised learning on a large generic dataset, followed by supervised fine - tuning on a small task - specific dataset. the pretrain dataset is typically an unlabeled large corpus, such as the pile. tasks for pretraining and fine - tuning commonly include : language modeling next - sentence prediction question answering reading comprehension sentiment analysis paraphrasing the t5 transformer report documents a large number of natural language pretraining tasks. some examples are : restoring or repairing incomplete or corrupted text. for example, the input, "" thank you ~ ~ me to your party ~ ~ week "", might generate the output, "" thank you for inviting me to your party last week "". translation between natural languages ( machine translation ) judging the pragmatic acceptability of natural language. for example, the following sentence might be judged "" not acceptable "", because even though it is syntactically well - formed, it is improbable in ordinary human usage : the course is jumping well. note that while each of these tasks is trivial or obvious for human native speakers of the language ( or languages ), they have typically proved challenging for"
q_087,dense,0.0,0.0,0.0,0.0,cyberkinetics inc.,"280. doi : 10. 1016 / j. techfore. 2016. 08. 019. "" from not working to neural networking "". the economist. 2016. archived from the original on 31 december 2016. retrieved 26 april 2018. galvan, jill ( 1 january 1997 ). "" entering the posthuman collective in philip k. dick ' s "" do androids dream of electric sheep? "" "". science fiction studies. 24 ( 3 ) : 413 – 429. doi : 10. 1525 / sfs. 24. 3. 0413. jstor 4240644. geist, edward moore ( 9 august 2015 ). "" is artificial intelligence really an existential threat to humanity? "". bulletin of the atomic scientists. archived from the original on 30 october 2015. retrieved 30 october 2015. gibbs, samuel ( 27 october 2014 ). "" elon musk : artificial intelligence is our biggest existential threat "". the guardian. archived from the original on 30 october 2015. retrieved 30 october 2015. goffrey, andrew ( 2008 ). "" algorithm "". in fuller, matthew ( ed. ). software studies : a lexicon. cambridge, mass. : mit press. pp. 15 – 20. isbn 978 - 1 - 4356 - 4787 - 9. goldman, sharon ( 14 september 2022 ). "" 10 years later, deep learning ' revolution ' rages on, say ai pioneers hinton, lecu"
q_088,dense,0.0,0.0,0.0,0.01360544217687075,"hop on pop "".","##yesha ; nambiar, vaishnavi ( 2024 ). "" role of artificial intelligence in the prevention of online child sexual abuse : a systematic review of literature "". journal of applied security research. 19 ( 4 ) : 586 – 627. doi : 10. 1080 / 19361610. 2024. 2331885. ^ razi, afsaneh ; kim, seunghyun ; alsoubai, ashwaq ; stringhini, gianluca ; solorio, thamar ; de choudhury, munmun ; wisniewski, pamela j. ( 13 october 2021 ). "" a human - centered systematic literature review of the computational approaches for online sexual risk detection "". proceedings of the acm on human - computer interaction. 5 ( cscw2 ) : 1 – 38. doi : 10. 1145 / 3479609. ^ ransbotham, sam ; kiron, david ; gerbert, philipp ; reeves, martin ( 6 september 2017 ). "" reshaping business with artificial intelligence "". mit sloan management review. archived from the original on 13 february 2024. ^ sun, yuran ; zhao, xilei ; lovreglio, ruggiero ; kuligowski, erica ( 2024 ). "" ai for large - scale evacuation modeling : promises and challenges "". interpretable machine learning for the analysis, design, assessment, and informed decision making"
q_089,dense,0.0,0.0,0.0,0.008403361344537816,##8769 cmi8786 oxygen hd cmi8787 sound processor on a pci sound card.,"quickly became "" ubiquitous "". though the original transformer has both encoder and decoder blocks, bert is an encoder - only model. academic and research usage of bert began to decline in 2023, following rapid improvements in the abilities of decoder - only models ( such as gpt ) to solve tasks via prompting. although decoder - only gpt - 1 was introduced in 2018, it was gpt - 2 in 2019 that caught widespread attention because openai claimed to have initially deemed it too powerful to release publicly, out of fear of malicious use. gpt - 3 in 2020 went a step further and as of 2025 is available only via api with no offering of downloading the model to execute locally. but it was the 2022 consumer - facing chatbot chatgpt that received extensive media coverage and public attention. the 2023 gpt - 4 was praised for its increased accuracy and as a "" holy grail "" for its multimodal capabilities. openai did not reveal the high - level architecture and the number of parameters of gpt - 4. the release of chatgpt led to an uptick in llm usage across several research subfields of computer science, including robotics, software engineering, and societal impact work. in 2024 openai released the reasoning model openai o1, which generates long chains of thought before returning a final answer. many llms with parameter counts comparable to those of openai ' s gpt series have been"
q_090,dense,0.0,0.0,0.0,0.044198895027624314,"braingate2 : feasibility study of an intracortical neural interface system for persons with tetraplegia - full text view "". clinicaltrials. gov. external links blackrock microsystems official website cyberkinetics neurotechnology official website donoghue lab hatsopoulos lab braingate official website retrieved from "" https : / / en. wikipedia. org / w /","; polosukhin, illia ( 2017 ). "" attention is all you need "". advances in neural information processing systems. 30. curran associates, inc. ^ oord, aaron van den ; kalchbrenner, nal ; kavukcuoglu, koray ( 2016 - 06 - 11 ). "" pixel recurrent neural networks "". proceedings of the 33rd international conference on machine learning. pmlr : 1747 – 1756. ^ a b cruse, holk ; neural networks as cybernetic systems, 2nd and revised edition ^ elman, jeffrey l. ( 1990 ). "" finding structure in time "". cognitive science. 14 ( 2 ) : 179 – 211. doi : 10. 1016 / 0364 - 0213 ( 90 ) 90002 - e. ^ jordan, michael i. ( 1997 - 01 - 01 ). "" serial order : a parallel distributed processing approach "". neural - network models of cognition — biobehavioral foundations. advances in psychology. vol. 121. pp. 471 – 495. doi : 10. 1016 / s0166 - 4115 ( 97 ) 80111 - 2. isbn 978 - 0 - 444 - 81931 - 4. s2cid 15375627. ^ gers, felix a. ; schraudolph, nicol n. ; schmidhuber, jurgen ( 2002 ). "" learning precise timing with lstm rec"
q_091,dense,0.0,0.0,0.0,0.024390243902439022,"  cite book   : isbn / date incompatibility ( help )  eckhart, meister ( 1994 ). "" on detachment and possessing god "". selected writings. oliver davies. london : penguin books. p. 9. isbn 0 - 14 - 043343 - 0. oclc 31240752.","optimal large language models "". neurips : 30016 – 30030. isbn 978 - 1 - 7138 - 7108 - 8. ^ a b caballero, ethan ; gupta, kshitij ; rish, irina ; krueger, david ( 2022 ). "" broken neural scaling laws "". arxiv : 2210. 14891 [ cs. lg ]. ^ a b wei, jason ; tay, yi ; bommasani, rishi ; raffel, colin ; zoph, barret ; borgeaud, sebastian ; yogatama, dani ; bosma, maarten ; zhou, denny ; metzler, donald ; chi, ed h. ; hashimoto, tatsunori ; vinyals, oriol ; liang, percy ; dean, jeff ; fedus, william ( 31 august 2022 ). "" emergent abilities of large language models "". transactions on machine learning research. issn 2835 - 8856. archived from the original on 22 march 2023. retrieved 19 march 2023. ^ "" 137 emergent abilities of large language models "". jason wei. retrieved 2023 - 06 - 24. ^ bowman, samuel r. ( 2024 ). "" eight things to know about large language models "". critical ai. 2 ( 2 ). doi : 10. 1215 / 2834703x - 11556011. ^ hahn, michael ; goyal"
q_092,dense,0.0,0.0,0.0,0.0,"julius bayerle -lrb- 1826 - 1873 -rrb- ,                                     ","). "" sequence to sequence learning with neural networks "" ( pdf ). electronic proceedings of the neural information processing systems conference. 27 : 5346. arxiv : 1409. 3215. bibcode : 2014arxiv1409. 3215s. ^ jozefowicz, rafal ; vinyals, oriol ; schuster, mike ; shazeer, noam ; wu, yonghui ( 2016 - 02 - 07 ). "" exploring the limits of language modeling "". arxiv : 1602. 02410 [ cs. cl ]. ^ gillick, dan ; brunk, cliff ; vinyals, oriol ; subramanya, amarnag ( 2015 - 11 - 30 ). "" multilingual language processing from bytes "". arxiv : 1512. 00103 [ cs. cl ]. ^ vinyals, oriol ; toshev, alexander ; bengio, samy ; erhan, dumitru ( 2014 - 11 - 17 ). "" show and tell : a neural image caption generator "". arxiv : 1411. 4555 [ cs. cv ]. ^ cho, kyunghyun ; van merrienboer, bart ; gulcehre, caglar ; bahdanau, dzmitry ; bougares, fethi ; schwenk, holger ; bengio, yoshua ( 2014 - 06"
q_093,dense,0.0,0.0,0.0,0.0,shaman,": discourse parsing, 2019 : semantic parsing ). increasing interest in multilinguality, and, potentially, multimodality ( english since 1999 ; spanish, dutch since 2002 ; german since 2003 ; bulgarian, danish, japanese, portuguese, slovenian, swedish, turkish since 2006 ; basque, catalan, chinese, greek, hungarian, italian, turkish since 2007 ; czech since 2009 ; arabic since 2012 ; 2017 : 40 + languages ; 2018 : 60 + / 100 + languages ) elimination of symbolic representations ( rule - based over supervised towards weakly supervised methods, representation learning and end - to - end systems ) cognition most higher - level nlp applications involve aspects that emulate intelligent behavior and apparent comprehension of natural language. more broadly speaking, the technical operationalization of increasingly advanced aspects of cognitive behavior represents one of the developmental trajectories of nlp ( see trends among conll shared tasks above ). cognition refers to "" the mental action or process of acquiring knowledge and understanding through thought, experience, and the senses. "" cognitive science is the interdisciplinary, scientific study of the mind and its processes. cognitive linguistics is an interdisciplinary branch of linguistics, combining knowledge and research from both psychology and linguistics. especially during the age of symbolic nlp, the area of computational linguistics maintained strong ties with cognitive studies. as an example, george lakoff offers a methodology to build natural language processing ( nlp ) algorithms through the perspective of cognitive science, along with the findings of cognitive linguistics, with two defining"
q_094,dense,0.0,0.0,0.0,0.0, http://www.espn.com////////////////////////////////////////////,""". transactions of the association for computational linguistics. 8 : 842 – 866. arxiv : 2002. 12327. doi : 10. 1162 / tacl _ a _ 00349. s2cid 211532403. archived from the original on 2022 - 04 - 03. retrieved 2024 - 01 - 21. ^ a b movva, rajiv ; balachandar, sidhika ; peng, kenny ; agostini, gabriel ; garg, nikhil ; pierson, emma ( 2024 ). "" topics, authors, and institutions in large language model research : trends from 17k arxiv papers "". proceedings of the 2024 conference of the north american chapter of the association for computational linguistics : human language technologies ( volume 1 : long papers ). pp. 1223 – 1243. arxiv : 2307. 10700. doi : 10. 18653 / v1 / 2024. naacl - long. 67. retrieved 2024 - 12 - 08. ^ hern, alex ( 14 february 2019 ). "" new ai fake text generator may be too dangerous to release, say creators "". the guardian. archived from the original on 14 february 2019. retrieved 20 january 2024. ^ "" chatgpt a year on : 3 ways the ai chatbot has completely changed the world in 12 months "". euronews. november 30, 2023. archived from the original"
q_095,dense,0.0,0.0,0.0,0.0,ultrasound pulse,"decoder transformer, then taking just the encoder. they are also referred to as "" all - to - all "" or "" bert - like "". a "" decoder - only "" transformer is not literally decoder - only, since without an encoder, the cross - attention mechanism has nothing to attend to. thus, the decoder layers in a decoder - only transformer is composed of just two sublayers : the causally masked self - attention, and the feedforward network. this is usually used for text generation and instruction following. the models in the gpt series and chinchilla series are decoder - only. they are also referred to as "" autoregressive "" or "" causal "". an "" encoder – decoder "" transformer is generally the same as the original transformer, with 2 sublayers per encoder layer and 3 sublayers per decoder layer, etc. they might have minor architectural improvements, such as alternative activation functions, changing the location of normalization, etc. this is also usually used for text generation and instruction following. the models in the t5 series are encoder – decoder. a "" prefixlm "" ( prefix language model ) is a decoder - only architecture, but with prefix masking, which is different from causal masking. specifically, it has mask of the form m prefixlm = [ 0 − ∞ 0 m causal ] { \ displays"
q_096,dense,0.0,0.0,0.0,0.0,coronary artery,"##ctional recurrent neural networks bidirectional rnn a bidirectional rnn ( birnn ) is composed of two rnns, one processing the input sequence in one direction, and another in the opposite direction. abstractly, it is structured as follows : the forward rnn processes in one direction : f θ ( x 0, h 0 ) = ( y 0, h 1 ), f θ ( x 1, h 1 ) = ( y 1, h 2 ), … { \ displaystyle f _ { \ theta } ( x _ { 0 }, h _ { 0 } ) = ( y _ { 0 }, h _ { 1 } ), f _ { \ theta } ( x _ { 1 }, h _ { 1 } ) = ( y _ { 1 }, h _ { 2 } ), \ dots } the backward rnn processes in the opposite direction : f θ ′ ′ ( x n, h n ′ ) = ( y n ′, h n − 1 ′ ), f θ ′ ′ ( x n − 1, h n − 1 ′ ) = ( y n − 1 ′, h n − 2 ′ ), … { \ displaystyle f ' _ { \ theta ' } ( x _ { n }, h _ { n } ' ) = ( y ' _ { n }, h _ { n - 1 } ' ), f ' _ { \ theta ' } ( x _"
q_097,dense,0.0,0.0,0.0,0.0,,"##har ; mishra, shailesh ; endres, christoph ; holz, thorsten ; fritz, mario ( 2023 - 02 - 01 ). "" not what you ' ve signed up for : compromising real - world llm - integrated applications with indirect prompt injection "". proceedings of the 16th acm workshop on artificial intelligence and security. pp. 79 – 90. doi : 10. 1145 / 3605764. 3623985. isbn 979 - 8 - 4007 - 0260 - 0. ^ edwards, benj ( 2024 - 01 - 15 ). "" ai poisoning could turn models into destructive "" sleeper agents, "" says anthropic "". ars technica. retrieved 2025 - 07 - 19. ^ "" u. s. judge approves $ 1. 5 billion anthropic copyright settlement with authors "". reuters. 2025 - 09 - 25. retrieved 2025 - 09 - 26. ^ "" anthropic reaches $ 1. 5b settlement with authors over ai copyright claims "". associated press. 2025 - 09 - 25. retrieved 2025 - 09 - 26. ^ "" meta fends off authors ' u. s. copyright lawsuit over ai "". reuters. 2025 - 06 - 25. retrieved 2025 - 06 - 26. ^ "" meta scores victory in ai copyright case "". wired. 2025 - 06 - 25. retrieved 2025 - 06 - 26. ^ "" openai"
q_098,dense,0.0,0.0,0.0,0.025," lanci, michelangelo ( 1845 ). paralipomeni alla illustrazione della sagra scrittura ( in italian ) ( facsimile of the first ed. ). dondey - dupre. pp. 100 – 113.","##er architecture, introduced in 2017, replaced recurrence with self - attention, allowing efficient parallelization, longer context handling, and scalable training on unprecedented data volumes. this innovation enabled models like gpt, bert, and their successors, which demonstrated emergent behaviors at scale, such as few - shot learning and compositional reasoning. reinforcement learning, particularly policy gradient algorithms, has been adapted to fine - tune llms for desired behaviors beyond raw next - token prediction. reinforcement learning from human feedback ( rlhf ) applies these methods to optimize a policy, the llm ' s output distribution, against reward signals derived from human or automated preference judgments. this has been critical for aligning model outputs with user expectations, improving factuality, reducing harmful responses, and enhancing task performance. benchmark evaluations for llms have evolved from narrow linguistic assessments toward comprehensive, multi - task evaluations measuring reasoning, factual accuracy, alignment, and safety. hill climbing, iteratively optimizing models against benchmarks, has emerged as a dominant strategy, producing rapid incremental performance gains but raising concerns of overfitting to benchmarks rather than achieving genuine generalization or robust capability improvements. history the number of publications about large language models by year grouped by publication types. the training compute of notable large models in flops vs publication date over the period 2010 – 2024. for overall notable models ( top left ), frontier models ( top right ), top language models ( bottom left"
q_099,dense,0.0,0.0,0.0,0.0,"lord ""","s that are y s "" ). deductive reasoning in logic is the process of proving a new statement ( conclusion ) from other statements that are given and assumed to be true ( the premises ). proofs can be structured as proof trees, in which nodes are labelled by sentences, and children nodes are connected to parent nodes by inference rules. given a problem and a set of premises, problem - solving reduces to searching for a proof tree whose root node is labelled by a solution of the problem and whose leaf nodes are labelled by premises or axioms. in the case of horn clauses, problem - solving search can be performed by reasoning forwards from the premises or backwards from the problem. in the more general case of the clausal form of first - order logic, resolution is a single, axiom - free rule of inference, in which a problem is solved by proving a contradiction from premises that include the negation of the problem to be solved. inference in both horn clause logic and first - order logic is undecidable, and therefore intractable. however, backward reasoning with horn clauses, which underpins computation in the logic programming language prolog, is turing complete. moreover, its efficiency is competitive with computation in other symbolic programming languages. fuzzy logic assigns a "" degree of truth "" between 0 and 1. it can therefore handle propositions that are vague and partially true. non - monotonic logics, including logic programming with negation as failure, are designed to handle default reasoning."
q_000,sparse,0.0,0.0,0.0,0.0,b mode,"introduction of a multi - head attention model that was easier to parallelize due to the use of independent heads and the lack of recurrence. its parallelizability was an important factor to its widespread use in large neural networks. ai boom era as early as spring 2017, even before the "" attention is all you need "" preprint was published, one of the co - authors applied the "" decoder - only "" variation of the architecture to generate fictitious wikipedia articles. transformer architecture is now used alongside many generative models that contribute to the ongoing ai boom. in language modelling, elmo ( 2018 ) was a bi - directional lstm that produces contextualized word embeddings, improving upon the line of research from bag of words and word2vec. it was followed by bert ( 2018 ), an encoder - only transformer model. in october 2019, google started using bert to process search queries. in 2020, google translate replaced the previous rnn - encoder – rnn - decoder model by a transformer - encoder – rnn - decoder model. starting in 2018, the openai gpt series of decoder - only transformers became state of the art in natural language generation. in 2022, a chatbot based on gpt - 3, chatgpt, became unexpectedly popular, triggering a boom around large language models. since 2020, transformers have been applied in modalities beyond text, including the"
q_001,sparse,0.0,0.0,0.0,0.0,"israel ' s success.""","cs. cl ]. ^ press, ofir ; smith, noah a. ; lewis, mike ( 2021 - 08 - 01 ). "" train short, test long : attention with linear biases enables input length extrapolation "". arxiv : 2108. 12409 [ cs. cl ]. ^ shaw, peter ; uszkoreit, jakob ; vaswani, ashish ( 2018 ). "" self - attention with relative position representations "". arxiv : 1803. 02155 [ cs. cl ]. ^ ke, guolin ; he, di ; liu, tie - yan ( 2021 - 03 - 15 ), rethinking positional encoding in language pre - training, arxiv : 2006. 15595 ^ kwon, woosuk ; li, zhuohan ; zhuang, siyuan ; sheng, ying ; zheng, lianmin ; yu, cody hao ; gonzalez, joseph ; zhang, hao ; stoica, ion ( 2023 - 10 - 23 ). "" efficient memory management for large language model serving with pagedattention "". proceedings of the 29th symposium on operating systems principles. sosp ' 23. new york, ny, usa : association for computing machinery. pp. 611 – 626. arxiv : 2309. 06180. doi : 10. 1145 / 3600006. 3613165. isbn 979 - 8 -"
q_002,sparse,0.0,0.0,0.0,0.0,cancer,"- term memory based deep recurrent neural networks for large vocabulary speech recognition "". arxiv : 1410. 4281 [ cs. cl ]. ^ dupond, samuel ( 2019 ). "" a thorough review on the current advance of neural network structures "". annual reviews in control. 14 : 200 – 230. ^ abiodun, oludare isaac ; jantan, aman ; omolara, abiodun esther ; dada, kemi victoria ; mohamed, nachaat abdelatif ; arshad, humaira ( 2018 - 11 - 01 ). "" state - of - the - art in artificial neural network applications : a survey "". heliyon. 4 ( 11 ) e00938. bibcode : 2018heliy... 400938a. doi : 10. 1016 / j. heliyon. 2018. e00938. issn 2405 - 8440. pmc 6260436. pmid 30519653. ^ espinosa - sanchez, juan manuel ; gomez - marin, alex ; de castro, fernando ( 2023 - 07 - 05 ). "" the importance of cajal ' s and lorente de no ' s neuroscience to the birth of cybernetics "". the neuroscientist. 31 ( 1 ) : 14 – 30. doi : 10. 1177 / 10738584231179932. hdl : 1026"
q_003,sparse,0.0,0.0,0.0,0.0,john lydon,"on 14 february 2019. retrieved 20 january 2024. ^ "" chatgpt a year on : 3 ways the ai chatbot has completely changed the world in 12 months "". euronews. november 30, 2023. archived from the original on january 14, 2024. retrieved january 20, 2024. ^ heaven, will ( march 14, 2023 ). "" gpt - 4 is bigger and better than chatgpt — but openai won ' t say why "". mit technology review. archived from the original on march 17, 2023. retrieved january 20, 2024. ^ metz, cade ( september 12, 2024 ). "" openai unveils new chatgpt that can reason through math and science "". the new york times. retrieved september 12, 2024. ^ "" parameters in notable artificial intelligence systems "". ourworldindata. org. november 30, 2023. retrieved january 20, 2024. ^ sharma, shubham ( 2025 - 01 - 20 ). "" open - source deepseek - r1 uses pure reinforcement learning to match openai o1 — at 95 % less cost "". venturebeat. retrieved 2025 - 01 - 26. ^ "" llama - mesh "". research. nvidia. com. 2024. retrieved 2025 - 10 - 30. ^ zia, dr tehseen ( 2024 - 01 - 08 ). "" unveiling of large multimo"
q_004,sparse,0.0,0.0,0.0,0.0,jesus 's life,"deep learning for human action recognition "". in salah, albert ali ; lepri, bruno ( eds. ). human behavior unterstanding. lecture notes in computer science. vol. 7065. amsterdam, netherlands : springer. pp. 29 – 39. doi : 10. 1007 / 978 - 3 - 642 - 25446 - 8 _ 4. isbn 978 - 3 - 642 - 25445 - 1. ^ hochreiter, sepp ; heusel, martin ; obermayer, klaus ( 2007 ). "" fast model - based protein homology detection without alignment "". bioinformatics. 23 ( 14 ) : 1728 – 1736. doi : 10. 1093 / bioinformatics / btm247. pmid 17488755. ^ thireou, trias ; reczko, martin ( july 2007 ). "" bidirectional long short - term memory networks for predicting the subcellular localization of eukaryotic proteins "". ieee / acm transactions on computational biology and bioinformatics. 4 ( 3 ) : 441 – 446. bibcode : 2007itcbb... 4.. 441t. doi : 10. 1109 / tcbb. 2007. 1015. pmid 17666763. s2cid 11787259. ^ tax, niek ; verenich, ilya ; la rosa, marcello ; dumas,"
